NombreCaso,Algoritmo,NumPistas,SemillaGE,CostoTotalSolucion,TiempoComputacional_seg,OrdenAterrizajeIDs,AvionesNoProgramados
case2.txt,GE,2,9,5880.00,0.0002,5-7-0-3-9-8-2-18-11-19-6-10-14-1-4-17-13-12-16-15,
case3.txt,GD,1,N/A,3974.00,0.0003,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32-33-34-35-36-37-38-39-40-41-42-43,
case3.txt,GD,2,N/A,0.00,0.0004,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32-33-34-35-36-37-38-39-40-41-42-43,
case3.txt,GE,1,0,194.00,0.0004,1-2-4-6-7-8-9-10-12-14-15-16-19-21-22-23-24-27-29-30-32-33-34-35-37-38-40-41-43,0-5-3-11-13-18-17-20-25-28-26-31-39-42-36
case3.txt,GE,1,1,32.00,0.0007,0-3-4-6-7-8-10-11-13-15-16-18-20-21-23-25-26-27-28-31-32-33-35-36-38-40-41-42-43,1-2-9-5-12-14-19-17-22-24-29-30-34-37-39
case3.txt,GE,1,2,162.00,0.0004,0-1-2-4-7-8-9-11-13-15-16-17-19-21-22-24-26-27-29-30-31-32-33-35-37-38-39-40-42-43,3-6-5-10-12-18-20-23-25-14-28-34-36-41
case3.txt,GE,1,3,0.00,0.0005,0-3-4-5-7-9-10-12-13-14-16-19-21-22-23-25-28-30-32-34-37-38-40-41-43,1-6-2-8-11-15-18-20-17-24-26-29-27-31-33-35-36-42-39
case3.txt,GE,1,4,96.00,0.0004,0-2-5-6-7-8-9-11-13-14-17-18-19-20-22-23-26-27-28-30-31-33-34-37-39-41-42-43,1-4-3-12-10-16-15-21-25-24-32-29-36-38-35-40
case3.txt,GE,1,5,128.00,0.0004,2-4-6-7-8-9-10-13-14-16-17-19-21-23-26-27-28-30-31-32-35-36-37-38-39-40-41-42-43,1-3-0-5-11-12-15-18-20-22-24-25-29-34-33
case3.txt,GE,1,6,0.00,0.0005,2-3-4-5-6-9-10-12-13-15-16-19-21-22-23-26-27-28-29-31-32-33-34-35-37-38-39-40-42-43,0-1-8-11-7-14-18-17-20-25-24-30-36-41
case3.txt,GE,1,7,0.00,0.0007,1-3-5-8-9-11-13-14-16-17-18-19-22-25-28-29-30-32-33-34-35-38-39-40-43,0-2-4-6-7-10-12-15-21-20-23-24-26-31-27-36-37-41-42
case3.txt,GE,1,8,96.00,0.0005,0-2-3-4-7-8-9-12-13-15-16-17-18-19-20-22-23-25-26-29-31-32-33-35-37-38-40-42-43,1-5-6-10-11-14-21-24-28-30-27-36-34-41-39
case3.txt,GE,1,9,0.00,0.0005,1-3-4-5-8-9-11-13-14-16-17-18-20-23-25-26-27-28-29-30-33-34-36-38-39-42-43,2-0-6-10-7-12-19-15-22-24-21-31-35-32-37-40-41
case3.txt,GE,2,0,0.00,0.0005,0-1-3-4-5-7-8-9-12-13-16-17-18-19-20-22-23-25-27-29-30-31-34-35-36-37-38-39-40-41-42-43,2-6-11-10-15-21-14-24-28-26-32-33
case3.txt,GE,2,1,0.00,0.0005,0-2-3-4-5-6-8-9-10-11-12-13-14-16-17-18-19-20-21-22-23-24-25-26-27-28-29-31-33-34-35-36-38-39-41-42-43,1-7-15-32-37-30-40
case3.txt,GE,2,2,0.00,0.0005,0-1-2-4-5-7-8-9-10-11-12-13-14-15-17-18-19-20-21-22-23-24-27-28-29-30-31-32-33-34-35-36-37-38-39-40-41-42-43,3-6-16-26-25
case3.txt,GE,2,3,0.00,0.0005,0-2-3-4-5-6-8-9-10-12-14-15-16-17-18-19-21-22-23-24-26-27-28-29-31-32-33-35-36-37-38-39-40-42-43,1-7-11-13-20-25-34-30-41
case3.txt,GE,2,4,98.00,0.0007,0-1-2-3-4-5-6-7-8-9-10-11-13-14-15-16-17-20-21-22-23-24-25-27-28-29-30-31-32-33-34-35-36-37-39-40-41-42-43,12-18-19-26-38
case3.txt,GE,2,5,32.00,0.0005,2-3-4-5-6-7-8-9-10-11-13-14-15-16-17-18-19-20-21-22-23-24-25-27-28-29-30-31-32-33-35-36-37-38-39-40-41-42-43,1-0-12-26-34
case3.txt,GE,2,6,0.00,0.0005,1-2-3-4-6-7-8-9-12-13-15-16-17-18-19-21-22-23-26-27-30-31-32-33-34-35-37-38-39-40-41-42-43,0-5-10-14-11-20-25-24-28-29-36
case3.txt,GE,2,7,0.00,0.0009,1-2-4-5-6-7-8-9-10-11-12-13-15-17-19-20-21-22-23-26-27-28-29-30-32-33-34-35-36-37-38-39-40-41-42-43,0-3-14-16-18-24-25-31
case3.txt,GE,2,8,0.00,0.0005,0-1-2-3-4-5-6-8-9-10-11-12-13-15-16-17-18-19-20-21-22-24-25-27-28-29-30-31-32-33-35-36-37-38-39-40-41-42-43,7-14-23-26-34
case3.txt,GE,2,9,0.00,0.0005,1-2-3-5-6-7-9-10-11-12-13-14-15-18-19-20-23-24-25-26-27-29-30-31-32-33-34-35-36-37-38-39-40-41-42-43,0-4-8-17-16-21-22-28
case4.txt,GD,1,N/A,14265.89,0.0005,0-1-5-9-2-7-3-6-8-4-11-12-10-13-15-16-17-14-19-18-23-21-22-20-24-26-29-30-28-25-33-27-32-34-31-35-36-39-37-40-38-43-46-41-44-45-42-49-50-47-48-51-53-52-54-58-56-57-55-59-60-61-62-63-66-65-67-64-68-69-71-70-72-73-74-76-75-78-77-84-79-80-81-83-82-87-85-86-89-88-90-91-92-94-93-97-95-98-96-99,
case4.txt,GD,2,N/A,617.14,0.0005,0-1-5-9-2-7-3-6-8-4-11-12-10-13-15-16-17-14-19-18-23-21-22-20-24-26-29-30-28-25-33-27-32-34-31-35-36-39-37-40-38-43-46-41-44-45-42-49-50-47-48-51-53-52-54-58-56-57-55-59-60-61-62-63-66-65-67-64-68-69-71-70-72-73-74-76-75-78-77-84-79-80-81-83-82-87-85-86-89-88-90-91-92-94-93-97-95-98-96-99,
case4.txt,GE,1,0,40094.59,0.0014,1-5-0-2-3-7-6-8-4-11-10-9-15-12-16-13-17-18-19-21-22-20-14-24-23-30-26-25-28-33-32-29-34-31-35-39-37-27-38-40-43-41-46-36-42-44-45-47-50-51-53-52-49-58-54-56-48-59-55-61-57-60-66-62-63-65-68-64-67-69-70-73-72-71-76-78-75-84-74-80-79-83-77-87-85-86-82-89-81-91-90-92-93-88-97-94-95-98-96-99,
case4.txt,GE,1,1,40300.49,0.0015,0-9-1-2-5-3-6-8-11-4-7-12-13-10-16-17-19-15-23-18-21-20-14-26-22-29-24-30-28-27-32-25-34-35-33-36-37-31-38-39-43-46-44-40-45-41-50-42-47-48-49-53-54-58-51-52-55-59-57-56-62-61-66-65-67-63-68-69-60-71-70-73-72-76-74-78-77-75-80-79-81-82-84-87-86-89-88-90-85-83-92-93-97-91-94-96-98-99-95,64
case4.txt,GE,1,2,28348.65,0.0015,0-1-5-2-9-6-8-3-4-12-7-13-11-16-17-10-14-18-19-21-22-23-24-20-29-26-30-25-33-27-32-34-35-28-39-31-36-37-40-38-46-43-41-42-49-45-47-48-51-44-53-52-58-56-54-55-57-59-60-50-62-66-65-63-64-68-61-69-71-70-73-74-72-75-76-78-77-79-80-81-83-84-82-85-86-88-87-91-90-92-94-93-95-98-96-99-97,15-67-89
case4.txt,GE,1,3,37662.06,0.0017,0-9-2-1-7-6-3-4-11-5-10-8-13-15-17-12-16-18-19-21-22-23-20-26-24-28-29-33-25-32-30-31-27-34-39-35-37-36-38-43-41-44-46-42-45-49-47-48-50-40-53-51-52-54-56-58-55-60-59-62-61-63-65-66-64-67-69-71-68-72-73-76-70-75-77-84-79-74-81-80-82-87-85-78-89-88-83-91-92-90-94-86-93-95-96-98-97-99,14-57
case4.txt,GE,1,4,36134.93,0.0015,0-5-1-7-2-3-9-6-8-4-12-13-10-11-15-14-19-17-18-16-23-22-21-20-29-26-30-24-28-33-27-34-31-32-25-39-36-40-37-43-35-38-46-44-45-41-50-49-42-48-53-52-51-58-47-56-57-59-55-60-61-54-62-66-65-63-67-64-69-70-71-73-74-76-72-78-75-79-77-84-81-80-87-85-82-86-83-88-90-92-94-91-97-95-89-98-93-96-99,68
case4.txt,GE,1,5,32996.38,0.0017,5-1-2-9-3-6-8-4-0-11-7-13-12-10-15-17-14-16-18-21-19-20-23-22-29-24-30-28-26-33-25-27-32-35-36-31-34-39-37-40-38-43-46-41-45-42-44-47-48-51-49-50-54-53-58-56-52-55-59-57-60-62-61-66-65-64-68-63-71-70-72-69-67-74-76-75-78-84-77-73-80-81-82-79-83-85-87-88-89-90-86-94-92-93-97-98-91-96-95-99,
case4.txt,GE,1,6,43990.15,0.0015,5-0-9-2-1-7-3-4-11-8-10-12-13-6-16-17-15-18-19-21-22-20-14-23-29-30-28-25-26-27-32-34-24-31-35-33-39-37-40-38-46-36-43-45-42-44-41-49-48-50-53-51-52-47-56-57-55-59-60-54-62-61-58-65-66-67-64-69-63-68-72-73-74-71-70-78-77-75-84-80-76-81-83-79-82-86-87-88-90-85-89-91-92-97-93-98-96-99-95-94,
case4.txt,GE,1,7,35137.14,0.0016,1-0-9-7-5-2-8-3-4-12-6-13-11-10-15-17-14-16-19-18-22-21-23-26-20-24-28-25-33-29-32-34-27-30-31-35-37-36-40-38-39-41-43-45-44-49-50-46-42-51-53-52-47-54-48-57-55-58-60-56-62-59-63-65-67-66-64-68-71-69-70-72-73-75-74-76-84-77-80-79-81-82-83-87-86-78-85-90-88-89-92-91-93-97-94-96-95-99-98,61
case4.txt,GE,1,8,40615.62,0.0016,0-5-9-1-2-6-7-3-8-4-10-11-13-16-12-17-14-19-18-23-22-15-20-21-26-24-29-25-28-27-33-32-34-35-30-39-36-31-37-38-46-43-40-45-41-42-44-47-49-48-53-52-50-58-51-57-54-59-56-60-62-55-61-65-66-64-68-67-69-70-71-72-63-73-75-74-77-84-78-80-79-83-81-87-85-76-86-82-88-91-90-94-93-89-95-98-96-92-99-97,
case4.txt,GE,1,9,42622.55,0.0015,1-9-5-2-0-7-8-3-4-12-11-13-6-15-17-14-19-10-23-18-16-20-22-26-24-21-29-30-28-25-33-34-31-27-36-35-37-32-40-39-46-38-44-41-43-42-45-50-47-48-49-51-54-53-58-52-57-55-56-59-60-62-66-61-67-63-65-69-64-68-70-71-72-73-75-74-77-76-79-84-81-78-83-80-87-82-89-85-90-91-86-88-93-97-92-94-98-99-95-96,
case4.txt,GE,2,0,18288.37,0.0017,0-1-9-2-7-3-6-4-11-5-12-8-10-16-17-14-15-19-13-21-22-23-20-24-26-29-30-28-25-27-33-18-32-31-36-39-37-35-40-34-46-41-38-43-42-44-45-49-50-48-47-51-53-54-56-57-58-59-60-55-52-62-63-66-65-61-67-64-68-71-69-70-72-73-74-78-76-77-79-80-84-75-81-83-87-85-82-86-89-88-90-92-93-91-97-95-94-98-96-99,
case4.txt,GE,2,1,17270.27,0.0018,0-5-9-2-7-6-3-1-8-11-12-10-15-13-16-14-4-19-17-18-23-22-20-24-26-30-28-21-25-33-32-29-34-27-35-36-39-37-38-31-43-40-41-45-42-49-50-44-47-48-51-52-53-54-46-56-57-55-59-58-61-60-62-66-65-67-64-68-63-71-69-70-72-73-74-75-78-77-84-79-80-81-83-87-85-82-86-76-88-90-92-94-91-93-97-95-89-96-99-98,
case4.txt,GE,2,2,7501.49,0.0018,0-1-5-2-3-6-9-8-4-12-11-7-13-10-15-16-14-19-18-21-22-17-23-20-24-26-29-25-33-27-32-30-34-31-35-36-39-37-38-43-40-46-41-44-42-49-45-50-47-48-51-53-54-52-58-56-57-55-59-60-61-63-62-66-67-65-64-69-71-70-72-68-73-74-76-75-78-77-84-79-80-81-83-82-87-85-89-88-90-86-91-94-93-92-97-95-98-96-99,28
case4.txt,GE,2,3,13149.64,0.0016,0-5-2-7-1-3-6-4-9-8-12-10-13-11-16-14-15-18-23-21-17-19-20-22-24-29-30-28-25-27-32-33-26-34-31-35-36-40-38-37-43-41-44-45-46-49-39-50-47-48-53-51-52-58-56-57-42-55-54-59-60-61-63-66-65-62-67-68-69-64-71-72-73-76-75-74-78-77-84-79-80-81-82-87-85-86-89-88-90-92-94-93-97-95-91-98-96-99,70-83
case4.txt,GE,2,4,10497.31,0.0016,0-1-5-9-2-7-6-3-8-4-12-10-11-13-15-17-14-16-19-18-23-20-24-21-22-26-30-29-28-33-27-34-31-32-35-25-36-39-37-38-40-43-46-45-42-49-50-44-41-48-47-53-51-52-58-56-54-55-59-60-57-61-62-63-66-67-65-64-68-69-70-71-72-74-76-78-75-77-84-79-80-73-83-82-87-85-81-86-88-89-91-92-94-90-93-97-95-98-96-99,
case4.txt,GE,2,5,12777.48,0.0016,5-1-9-7-3-6-8-2-0-4-11-10-12-13-15-17-14-16-19-18-23-21-22-20-24-26-29-30-28-25-33-34-27-31-35-36-39-37-40-32-38-46-41-44-42-49-50-43-47-48-45-51-53-54-52-56-57-58-59-60-55-62-63-66-65-61-68-69-67-64-71-72-73-70-74-76-78-75-77-84-79-80-81-82-87-85-86-89-83-88-92-94-93-91-90-97-98-95-96-99,
case4.txt,GE,2,6,16598.04,0.0018,1-5-0-9-7-2-8-4-6-11-3-10-13-16-17-14-12-19-23-21-22-18-20-24-26-29-30-15-28-33-25-34-27-31-32-35-37-40-39-36-43-46-41-38-45-44-49-50-47-48-42-51-53-58-56-57-52-54-55-59-61-62-63-66-67-65-60-64-69-68-70-71-72-74-76-75-78-73-77-84-79-81-80-82-83-85-86-88-89-87-91-92-94-93-97-95-96-99-98-90,
case4.txt,GE,2,7,15216.81,0.0016,0-1-5-2-7-6-8-9-3-4-12-10-11-13-15-16-17-18-14-23-19-21-20-24-26-30-28-29-33-27-22-25-34-32-31-39-37-35-36-38-43-46-41-44-45-40-42-49-47-48-51-53-52-54-50-56-58-55-59-57-60-63-62-66-67-65-68-69-64-61-71-72-70-74-76-73-75-78-84-79-80-81-77-82-83-87-85-89-88-90-86-91-92-93-94-95-98-96-99-97,
case4.txt,GE,2,8,11248.84,0.0016,0-1-5-9-7-2-3-8-4-12-6-10-13-15-16-17-11-14-19-21-22-23-20-24-18-26-29-30-28-33-27-25-34-31-36-39-37-32-38-35-40-43-44-45-42-41-49-50-47-46-48-52-54-58-56-53-55-57-51-59-61-62-60-63-66-65-64-68-69-67-71-70-72-73-74-76-75-78-77-84-79-80-81-83-82-87-85-89-88-90-86-92-94-91-93-97-96-99-98-95,
case4.txt,GE,2,9,14200.75,0.0017,1-0-5-2-7-6-8-9-4-12-10-13-3-15-17-14-16-11-19-18-23-20-22-24-21-30-28-29-26-33-25-32-34-27-31-36-35-39-37-40-38-43-44-45-46-41-42-50-47-49-48-52-54-58-56-51-57-53-55-59-60-61-62-66-65-64-68-69-67-63-70-71-72-73-75-78-76-77-74-79-80-84-83-82-87-81-86-89-85-88-90-92-94-91-93-97-95-96-99-98,
